event_id,t_start,t_end,half,team_name,team_id,player_name,player_id,event_code_raw,action_raw,action_label,pos_x,pos_y
604,1114.21,1126.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,86.48,48.95
605,1114.21,1126.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Challenges won,Challenges won,challenges won,86.48,48.95
606,1114.21,1126.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Kaybedilen hava topu mücadeleleri,Kaybedilen hava topu mücadeleleri,kaybedilen hava topu mücadeleleri,86.48,48.95
607,1114.21,1126.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,86.48,48.95
608,1115.21,1127.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,85.98,54.49
609,1116.21,1128.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Kötü top kontrolü,Kötü top kontrolü,kötü top kontrolü,83.61,47.52
610,1118.21,1130.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,21.03,24.01
611,1120.21,1132.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Ball recoveries,Ball recoveries,ball recoveries,21.75,27.04
612,1120.21,1132.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,21.75,27.04
613,1120.21,1132.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Challenges won,Challenges won,challenges won,21.75,27.04
614,1120.21,1132.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Loss balls,Loss balls,loss balls,83.25,40.96
615,1120.21,1132.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,21.75,27.04
616,1124.21,1132.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Playing in counter-attacks,Playing in counter-attacks,playing in counter-attacks,21.75,27.04
617,1124.21,1132.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Playing in counter-attacks,Playing in counter-attacks,playing in counter-attacks,21.75,27.04
618,1124.21,1136.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Faul,Faul,faul,62.42,22.98
619,1124.21,1136.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - YC,YC,yc,62.13,23.4
620,1124.21,1136.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - YC suffered,YC suffered,yc suffered,62.13,23.4
621,1124.21,1136.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Yapılan Fauller,Yapılan Fauller,yapılan fauller,62.42,22.98
622,1152.21,1164.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,46.54,24.1
623,1156.21,1168.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,42.15,44.52
624,1156.21,1168.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Passes forward accurate,Passes forward accurate,passes forward accurate,42.15,44.52
625,1156.21,1232.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,46.54,24.1
626,1156.21,1232.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,46.54,24.1
627,1156.21,1232.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,46.54,24.1
628,1156.21,1232.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,46.54,24.1
629,1156.21,1232.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,46.54,24.1
630,1156.21,1232.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,46.54,24.1
631,1156.21,1232.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,46.54,24.1
632,1156.21,1232.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,46.54,24.1
633,1161.21,1173.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,48.33,48.97
634,1163.21,1175.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,46.97,44.69
635,1166.21,1178.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,48.48,52.67
636,1166.21,1178.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Passes forward accurate,Passes forward accurate,passes forward accurate,48.48,52.67
637,1168.21,1180.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,60.55,55.69
638,1169.21,1181.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,61.41,64.85
639,1171.21,1183.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,60.98,58.38
640,1179.21,1191.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,58.97,45.95
641,1181.21,1193.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,58.46,51.83
642,1185.21,1197.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,52.64,46.87
643,1190.21,1202.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,56.16,52.84
644,1193.21,1205.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,49.05,47.04
645,1195.21,1207.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,52.64,51.83
646,1195.21,1207.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,52.64,51.83
647,1198.21,1210.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,56.45,39.81
648,1205.21,1217.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,64.64,16.28
649,1207.21,1219.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,62.49,20.82
650,1208.21,1220.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,61.7,14.77
651,1213.21,1225.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,56.81,39.31
652,1213.21,1225.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Passes forward accurate,Passes forward accurate,passes forward accurate,56.81,39.31
653,1213.21,1225.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Progressive passes accurate,Progressive passes accurate,progressive passes accurate,56.81,39.31
654,1213.21,1225.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Uzun paslar,Uzun paslar,uzun paslar,56.81,39.31
655,1218.21,1230.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,84.54,5.44
656,1220.21,1232.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,85.19,11.32
657,1220.21,1232.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Incomplete progressive passes,Incomplete progressive passes,incomplete progressive passes,85.19,11.32
658,1220.21,1232.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Loss balls,Loss balls,loss balls,97.41,11.49
659,1220.21,1232.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,85.19,11.32
660,1247.21,1259.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,16.29,2.39
661,1247.21,1259.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Passes forward accurate,Passes forward accurate,passes forward accurate,16.29,2.39
662,1249.21,1261.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,33.82,3.48
663,1249.21,1261.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Loss balls,Loss balls,loss balls,37.48,0.0
664,1249.21,1261.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Top kayıpları / kendi yarı sahasında,Top kayıpları / kendi yarı sahasında,top kayıpları / kendi yarı sahasında,37.48,0.0
665,1249.21,1261.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,33.82,3.48
666,1253.21,1265.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,57.03,68.0
667,1257.21,1269.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,58.61,57.96
668,1257.21,1276.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,57.03,68.0
669,1257.21,1276.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,57.03,68.0
670,1257.21,1276.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,57.03,68.0
671,1257.21,1276.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,57.03,68.0
672,1263.21,1275.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,49.84,41.32
673,1263.21,1275.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Passes forward accurate,Passes forward accurate,passes forward accurate,49.84,41.32
674,1266.21,1278.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,60.62,52.25
675,1266.21,1278.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Passes forward accurate,Passes forward accurate,passes forward accurate,60.62,52.25
676,1266.21,1278.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Progressive passes accurate,Progressive passes accurate,progressive passes accurate,60.62,52.25
677,1268.21,1280.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Faul,Faul,faul,33.82,3.9
678,1268.21,1280.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Yapılan Fauller,Yapılan Fauller,yapılan fauller,33.82,3.9
679,1289.21,1301.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,71.04,63.85
680,1290.21,1302.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,67.01,57.37
681,1290.21,1302.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Passes forward accurate,Passes forward accurate,passes forward accurate,67.01,57.37
682,1292.21,1304.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,71.4,62.67
683,1293.21,1307.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,71.04,63.85
684,1293.21,1307.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,71.04,63.85
685,1294.21,1306.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,63.85,59.06
686,1294.21,1306.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Passes forward accurate,Passes forward accurate,passes forward accurate,63.85,59.06
687,1295.21,1307.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Driplingler,Driplingler,driplingler,71.61,64.43
688,1297.21,1309.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Başarılı driplingler,Başarılı driplingler,başarılı driplingler,77.22,64.01
689,1297.21,1309.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Başarısız Top Kapma,Başarısız Top Kapma,başarısız top kapma,77.22,64.01
690,1297.21,1309.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,77.22,64.01
691,1297.21,1309.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Challenges won,Challenges won,challenges won,77.22,64.01
692,1297.21,1309.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Dribbling in the final third successful,Dribbling in the final third successful,dribbling in the final third successful,77.22,64.01
693,1299.21,1311.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Ball recoveries,Ball recoveries,ball recoveries,19.88,6.76
694,1299.21,1311.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Başarılı Top Kapma,Başarılı Top Kapma,başarılı top kapma,85.12,61.24
695,1299.21,1311.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,85.12,61.24
696,1299.21,1311.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Challenges won,Challenges won,challenges won,85.12,61.24
697,1299.21,1311.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Dribbles unsuccessful,Dribbles unsuccessful,dribbles unsuccessful,85.12,61.24
698,1299.21,1311.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Loss balls,Loss balls,loss balls,85.12,61.24
699,1299.21,1311.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Unsuccessful dribbles in the final third,Unsuccessful dribbles in the final third,unsuccessful dribbles in the final third,85.12,61.24
700,1300.21,1312.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,16.94,10.79
701,1300.21,1312.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Challenges won,Challenges won,challenges won,16.94,10.79
702,1301.21,1313.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,17.65,11.13
703,1301.21,1313.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Passes forward accurate,Passes forward accurate,passes forward accurate,17.65,11.13
704,1303.21,1315.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,33.6,11.38
705,1304.21,1316.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,33.6,16.68
706,1304.21,1316.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Incomplete progressive passes,Incomplete progressive passes,incomplete progressive passes,33.6,16.68
707,1304.21,1316.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Loss balls,Loss balls,loss balls,55.66,26.51
708,1304.21,1316.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,33.6,16.68
709,1307.21,1319.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Ball recoveries,Ball recoveries,ball recoveries,49.34,41.49
710,1310.21,1322.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,56.81,37.71
711,1310.21,1322.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,50.34,39.39
712,1310.21,1322.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Passes forward accurate,Passes forward accurate,passes forward accurate,50.34,39.39
713,1312.21,1324.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,51.21,37.79
714,1312.21,1324.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Passes forward accurate,Passes forward accurate,passes forward accurate,51.21,37.79
715,1314.21,1364.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Participation in positional attacks with shots,Participation in positional attacks with shots,participation in positional attacks with shots,50.34,39.39
716,1314.21,1364.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Participation in positional attacks with shots,Participation in positional attacks with shots,participation in positional attacks with shots,50.34,39.39
717,1314.21,1364.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Participation in positional attacks with shots,Participation in positional attacks with shots,participation in positional attacks with shots,50.34,39.39
718,1314.21,1364.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Participation in positional attacks with shots,Participation in positional attacks with shots,participation in positional attacks with shots,50.34,39.39
719,1314.21,1364.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Participation in positional attacks with shots,Participation in positional attacks with shots,participation in positional attacks with shots,50.34,39.39
720,1314.21,1364.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Participation in positional attacks with shots,Participation in positional attacks with shots,participation in positional attacks with shots,50.34,39.39
721,1314.21,1364.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,50.34,39.39
722,1314.21,1364.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,50.34,39.39
723,1314.21,1364.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,50.34,39.39
724,1314.21,1364.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,50.34,39.39
725,1314.21,1364.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,50.34,39.39
726,1314.21,1364.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,50.34,39.39
727,1317.21,1329.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,55.95,38.72
728,1319.21,1331.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,59.83,45.53
729,1322.21,1334.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,56.24,28.3
730,1327.21,1339.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,82.39,64.94
731,1328.21,1340.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,87.71,47.96
732,1331.21,1343.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,80.09,45.86
733,1334.21,1346.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,81.74,24.1
734,1334.21,1346.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Passes forward accurate,Passes forward accurate,passes forward accurate,81.74,24.1
735,1334.21,1346.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Progressive passes accurate,Progressive passes accurate,progressive passes accurate,81.74,24.1
736,1340.21,1352.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Başarılı driplingler,Başarılı driplingler,başarılı driplingler,91.87,7.04
737,1340.21,1352.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Başarısız Top Kapma,Başarısız Top Kapma,başarısız top kapma,91.87,7.04
738,1340.21,1352.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,91.87,7.04
739,1340.21,1352.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Challenges won,Challenges won,challenges won,91.87,7.04
740,1340.21,1352.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Dribbling in the final third successful,Dribbling in the final third successful,dribbling in the final third successful,91.87,7.04
741,1342.21,1354.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Crosses inaccurate,Crosses inaccurate,crosses inaccurate,99.42,9.22
742,1342.21,1354.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,99.42,9.22
743,1342.21,1354.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Uzun paslar,Uzun paslar,uzun paslar,99.42,9.22
744,1342.21,1354.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,99.42,9.22
745,1348.21,1360.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,91.73,65.27
746,1389.21,1401.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Incomplete passes into the box,Incomplete passes into the box,incomplete passes into the box,105.0,0.0
747,1389.21,1401.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,105.0,0.0
