event_id,t_start,t_end,half,team_name,team_id,player_name,player_id,event_code_raw,action_raw,action_label,pos_x,pos_y
748,1393.21,1416.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Participation in set-pieces with shots,Participation in set-pieces with shots,participation in set-pieces with shots,105.0,0.0
749,1393.21,1416.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Participation in set-pieces with shots,Participation in set-pieces with shots,participation in set-pieces with shots,105.0,0.0
750,1393.21,1416.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Participation in set-pieces with shots,Participation in set-pieces with shots,participation in set-pieces with shots,105.0,0.0
751,1393.21,1416.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Playing in set-piece attacks,Playing in set-piece attacks,playing in set-piece attacks,105.0,0.0
752,1393.21,1416.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Playing in set-piece attacks,Playing in set-piece attacks,playing in set-piece attacks,105.0,0.0
753,1393.21,1416.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Playing in set-piece attacks,Playing in set-piece attacks,playing in set-piece attacks,105.0,0.0
754,1396.21,1408.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,63.78,14.52
755,1396.21,1408.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Passes forward accurate,Passes forward accurate,passes forward accurate,63.78,14.52
756,1396.21,1408.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Progressive passes accurate,Progressive passes accurate,progressive passes accurate,63.78,14.52
757,1403.21,1415.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,85.12,10.06
758,1406.21,1418.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - İsabetli Şut,İsabetli Şut,i̇sabetli şut,81.24,25.69
759,1435.21,1447.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Incomplete passes into the box,Incomplete passes into the box,incomplete passes into the box,105.0,0.0
760,1435.21,1447.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,105.0,0.0
761,1439.21,1444.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Playing in set-piece attacks,Playing in set-piece attacks,playing in set-piece attacks,105.0,0.0
762,1440.21,1452.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,77.65,24.94
763,1443.21,1455.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,72.26,6.62
764,1444.21,1458.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,77.65,24.94
765,1444.21,1458.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,77.65,24.94
766,1447.21,1459.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,56.38,32.58
767,1450.21,1462.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Ball recoveries,Ball recoveries,ball recoveries,45.24,41.05
768,1450.21,1462.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,45.24,41.05
769,1450.21,1462.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Challenges won,Challenges won,challenges won,45.24,41.05
770,1450.21,1462.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Loss balls,Loss balls,loss balls,59.76,26.95
771,1450.21,1462.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,45.24,41.05
772,1450.21,1462.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,48.91,37.26
773,1450.21,1462.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Passes forward accurate,Passes forward accurate,passes forward accurate,45.24,41.05
774,1451.21,1463.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Driplingler,Driplingler,driplingler,47.26,43.99
775,1454.21,1478.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,45.24,41.05
776,1454.21,1478.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,45.24,41.05
777,1454.21,1478.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,45.24,41.05
778,1454.21,1478.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,45.24,41.05
779,1454.21,1478.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,45.24,41.05
780,1455.21,1467.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,61.05,48.78
781,1455.21,1467.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Passes forward accurate,Passes forward accurate,passes forward accurate,61.05,48.78
782,1455.21,1467.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Progressive passes accurate,Progressive passes accurate,progressive passes accurate,61.05,48.78
783,1457.21,1469.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Ball recoveries,Ball recoveries,ball recoveries,16.79,14.43
784,1457.21,1469.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,16.79,14.43
785,1457.21,1469.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Challenges won,Challenges won,challenges won,16.79,14.43
786,1457.21,1469.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Loss balls,Loss balls,loss balls,88.21,53.57
787,1460.21,1472.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,20.02,10.82
788,1461.21,1473.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,21.96,3.09
789,1462.21,1474.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Loss balls,Loss balls,loss balls,20.31,9.47
790,1462.21,1474.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Top kayıpları / kendi yarı sahasında,Top kayıpları / kendi yarı sahasında,top kayıpları / kendi yarı sahasında,20.31,9.47
791,1462.21,1474.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,25.7,10.23
792,1463.21,1475.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Ball recoveries,Ball recoveries,ball recoveries,84.69,58.53
793,1463.21,1475.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Rakip sahada geri kazanılan toplar,Rakip sahada geri kazanılan toplar,rakip sahada geri kazanılan toplar,84.69,58.53
794,1464.21,1476.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,81.81,53.15
795,1464.21,1476.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,84.04,57.94
796,1465.21,1477.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,77.22,47.43
797,1466.21,1478.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,78.65,40.37
798,1466.21,1478.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Passes forward accurate,Passes forward accurate,passes forward accurate,78.65,40.37
799,1468.21,1480.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Loss balls,Loss balls,loss balls,85.91,41.72
800,1468.21,1480.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,92.23,43.99
801,1470.21,1482.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Ball recoveries,Ball recoveries,ball recoveries,19.09,26.28
802,1470.21,1482.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Driplingler,Driplingler,driplingler,19.09,26.28
803,1474.21,1486.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Başarılı driplingler,Başarılı driplingler,başarılı driplingler,31.95,17.46
804,1474.21,1486.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Başarısız Top Kapma,Başarısız Top Kapma,başarısız top kapma,31.95,17.46
805,1474.21,1486.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,31.95,17.46
806,1474.21,1486.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Challenges won,Challenges won,challenges won,31.95,17.46
807,1476.21,1488.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,41.08,5.86
808,1480.21,1492.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,22.61,12.33
809,1483.21,1495.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,14.78,25.11
810,1483.21,1495.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Passes forward accurate,Passes forward accurate,passes forward accurate,14.78,25.11
811,1490.21,1502.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,20.67,20.48
812,1495.21,1507.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,20.46,27.79
813,1498.21,1510.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,23.69,18.21
814,1501.21,1513.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Incomplete long passes,Incomplete long passes,incomplete long passes,26.28,25.69
815,1501.21,1513.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,26.28,25.69
816,1501.21,1513.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Incomplete progressive passes,Incomplete progressive passes,incomplete progressive passes,26.28,25.69
817,1501.21,1513.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Loss balls,Loss balls,loss balls,65.86,51.58
818,1501.21,1513.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,26.28,25.69
819,1504.21,1516.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Ball recoveries,Ball recoveries,ball recoveries,39.14,16.42
820,1504.21,1516.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,39.14,16.42
821,1504.21,1516.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Passes forward accurate,Passes forward accurate,passes forward accurate,39.14,16.42
822,1506.21,1518.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,42.08,9.95
823,1508.21,1542.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Participation in positional attacks with shots,Participation in positional attacks with shots,participation in positional attacks with shots,39.14,16.42
824,1508.21,1542.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Participation in positional attacks with shots,Participation in positional attacks with shots,participation in positional attacks with shots,39.14,16.42
825,1508.21,1542.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Participation in positional attacks with shots,Participation in positional attacks with shots,participation in positional attacks with shots,39.14,16.42
826,1508.21,1542.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Participation in positional attacks with shots,Participation in positional attacks with shots,participation in positional attacks with shots,39.14,16.42
827,1508.21,1542.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Participation in positional attacks with shots,Participation in positional attacks with shots,participation in positional attacks with shots,39.14,16.42
828,1508.21,1542.21,1,Galatasaray,29205.0,Victor Osimhen,1093704.0,45. Victor Osimhen (1093704) - Participation in positional attacks with shots,Participation in positional attacks with shots,participation in positional attacks with shots,39.14,16.42
829,1508.21,1542.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,39.14,16.42
830,1508.21,1542.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,39.14,16.42
831,1508.21,1542.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,39.14,16.42
832,1508.21,1542.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,39.14,16.42
833,1508.21,1542.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,39.14,16.42
834,1508.21,1542.21,1,Galatasaray,29205.0,Victor Osimhen,1093704.0,45. Victor Osimhen (1093704) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,39.14,16.42
835,1511.21,1523.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,29.72,25.84
836,1514.21,1526.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,32.96,17.68
837,1514.21,1526.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Passes forward accurate,Passes forward accurate,passes forward accurate,32.96,17.68
838,1515.21,1527.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,41.87,9.11
839,1519.21,1531.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,49.34,13.06
840,1519.21,1531.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Passes forward accurate,Passes forward accurate,passes forward accurate,49.34,13.06
841,1523.21,1535.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,62.06,4.66
842,1525.21,1537.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,58.18,10.54
843,1525.21,1537.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Passes forward accurate,Passes forward accurate,passes forward accurate,58.18,10.54
844,1526.21,1538.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,64.14,15.33
845,1528.21,1540.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,58.32,11.63
846,1528.21,1540.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Passes forward accurate,Passes forward accurate,passes forward accurate,58.32,11.63
847,1531.21,1543.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Ceza sahasına / İsabetli,Ceza sahasına / İsabetli,ceza sahasına / i̇sabetli,70.89,3.23
